,num,cosit,start_date,end_date,path,raw_path,url
87,1301,NRA_000000001301,2020-01-01,2020-01-31,Data/2020-01-01 - 2020-01-31/NRA_000000001301.xls,Data/Raw/2020-01-01 - 2020-01-31/NRA_000000001301.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000001301&reportdate=2020-01-01&enddate=2020-01-31&excel=1&intval=11
88,1302,NRA_000000001302,2020-01-01,2020-01-31,Data/2020-01-01 - 2020-01-31/NRA_000000001302.xls,Data/Raw/2020-01-01 - 2020-01-31/NRA_000000001302.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000001302&reportdate=2020-01-01&enddate=2020-01-31&excel=1&intval=11
89,1303,NRA_000000001303,2020-01-01,2020-01-31,Data/2020-01-01 - 2020-01-31/NRA_000000001303.xls,Data/Raw/2020-01-01 - 2020-01-31/NRA_000000001303.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000001303&reportdate=2020-01-01&enddate=2020-01-31&excel=1&intval=11
92,1321,NRA_000000001321,2020-01-01,2020-01-31,Data/2020-01-01 - 2020-01-31/NRA_000000001321.xls,Data/Raw/2020-01-01 - 2020-01-31/NRA_000000001321.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000001321&reportdate=2020-01-01&enddate=2020-01-31&excel=1&intval=11
94,1401,NRA_000000001401,2020-01-01,2020-01-31,Data/2020-01-01 - 2020-01-31/NRA_000000001401.xls,Data/Raw/2020-01-01 - 2020-01-31/NRA_000000001401.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000001401&reportdate=2020-01-01&enddate=2020-01-31&excel=1&intval=11
95,1403,NRA_000000001403,2020-01-01,2020-01-31,Data/2020-01-01 - 2020-01-31/NRA_000000001403.xls,Data/Raw/2020-01-01 - 2020-01-31/NRA_000000001403.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000001403&reportdate=2020-01-01&enddate=2020-01-31&excel=1&intval=11
96,1404,NRA_000000001404,2020-01-01,2020-01-31,Data/2020-01-01 - 2020-01-31/NRA_000000001404.xls,Data/Raw/2020-01-01 - 2020-01-31/NRA_000000001404.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000001404&reportdate=2020-01-01&enddate=2020-01-31&excel=1&intval=11
97,1405,NRA_000000001405,2020-01-01,2020-01-31,Data/2020-01-01 - 2020-01-31/NRA_000000001405.xls,Data/Raw/2020-01-01 - 2020-01-31/NRA_000000001405.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000001405&reportdate=2020-01-01&enddate=2020-01-31&excel=1&intval=11
173,3102,NRA_000000003102,2020-01-01,2020-01-31,Data/2020-01-01 - 2020-01-31/NRA_000000003102.xls,Data/Raw/2020-01-01 - 2020-01-31/NRA_000000003102.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000003102&reportdate=2020-01-01&enddate=2020-01-31&excel=1&intval=11
174,3103,NRA_000000003103,2020-01-01,2020-01-31,Data/2020-01-01 - 2020-01-31/NRA_000000003103.xls,Data/Raw/2020-01-01 - 2020-01-31/NRA_000000003103.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000003103&reportdate=2020-01-01&enddate=2020-01-31&excel=1&intval=11
175,3104,NRA_000000003104,2020-01-01,2020-01-31,Data/2020-01-01 - 2020-01-31/NRA_000000003104.xls,Data/Raw/2020-01-01 - 2020-01-31/NRA_000000003104.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000003104&reportdate=2020-01-01&enddate=2020-01-31&excel=1&intval=11
176,3105,NRA_000000003105,2020-01-01,2020-01-31,Data/2020-01-01 - 2020-01-31/NRA_000000003105.xls,Data/Raw/2020-01-01 - 2020-01-31/NRA_000000003105.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000003105&reportdate=2020-01-01&enddate=2020-01-31&excel=1&intval=11
177,3106,NRA_000000003106,2020-01-01,2020-01-31,Data/2020-01-01 - 2020-01-31/NRA_000000003106.xls,Data/Raw/2020-01-01 - 2020-01-31/NRA_000000003106.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000003106&reportdate=2020-01-01&enddate=2020-01-31&excel=1&intval=11
179,3114,NRA_000000003114,2020-01-01,2020-01-31,Data/2020-01-01 - 2020-01-31/NRA_000000003114.xls,Data/Raw/2020-01-01 - 2020-01-31/NRA_000000003114.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000003114&reportdate=2020-01-01&enddate=2020-01-31&excel=1&intval=11
180,3115,NRA_000000003115,2020-01-01,2020-01-31,Data/2020-01-01 - 2020-01-31/NRA_000000003115.xls,Data/Raw/2020-01-01 - 2020-01-31/NRA_000000003115.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000003115&reportdate=2020-01-01&enddate=2020-01-31&excel=1&intval=11
256,20072,NRA_000000020072,2020-01-01,2020-01-31,Data/2020-01-01 - 2020-01-31/NRA_000000020072.xls,Data/Raw/2020-01-01 - 2020-01-31/NRA_000000020072.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000020072&reportdate=2020-01-01&enddate=2020-01-31&excel=1&intval=11
257,20073,NRA_000000020073,2020-01-01,2020-01-31,Data/2020-01-01 - 2020-01-31/NRA_000000020073.xls,Data/Raw/2020-01-01 - 2020-01-31/NRA_000000020073.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000020073&reportdate=2020-01-01&enddate=2020-01-31&excel=1&intval=11
319,20521,NRA_000000020521,2020-01-01,2020-01-31,Data/2020-01-01 - 2020-01-31/NRA_000000020521.xls,Data/Raw/2020-01-01 - 2020-01-31/NRA_000000020521.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000020521&reportdate=2020-01-01&enddate=2020-01-31&excel=1&intval=11
334,20721,NRA_000000020721,2020-01-01,2020-01-31,Data/2020-01-01 - 2020-01-31/NRA_000000020721.xls,Data/Raw/2020-01-01 - 2020-01-31/NRA_000000020721.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000020721&reportdate=2020-01-01&enddate=2020-01-31&excel=1&intval=11
348,32501,NRA_000000032501,2020-01-01,2020-01-31,Data/2020-01-01 - 2020-01-31/NRA_000000032501.xls,Data/Raw/2020-01-01 - 2020-01-31/NRA_000000032501.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000032501&reportdate=2020-01-01&enddate=2020-01-31&excel=1&intval=11
349,32502,NRA_000000032502,2020-01-01,2020-01-31,Data/2020-01-01 - 2020-01-31/NRA_000000032502.xls,Data/Raw/2020-01-01 - 2020-01-31/NRA_000000032502.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000032502&reportdate=2020-01-01&enddate=2020-01-31&excel=1&intval=11
350,150141,NRA_000000150141,2020-01-01,2020-01-31,Data/2020-01-01 - 2020-01-31/NRA_000000150141.xls,Data/Raw/2020-01-01 - 2020-01-31/NRA_000000150141.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000150141&reportdate=2020-01-01&enddate=2020-01-31&excel=1&intval=11
461,1301,NRA_000000001301,2020-02-01,2020-02-29,Data/2020-02-01 - 2020-02-29/NRA_000000001301.xls,Data/Raw/2020-02-01 - 2020-02-29/NRA_000000001301.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000001301&reportdate=2020-02-01&enddate=2020-02-29&excel=1&intval=11
462,1302,NRA_000000001302,2020-02-01,2020-02-29,Data/2020-02-01 - 2020-02-29/NRA_000000001302.xls,Data/Raw/2020-02-01 - 2020-02-29/NRA_000000001302.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000001302&reportdate=2020-02-01&enddate=2020-02-29&excel=1&intval=11
463,1303,NRA_000000001303,2020-02-01,2020-02-29,Data/2020-02-01 - 2020-02-29/NRA_000000001303.xls,Data/Raw/2020-02-01 - 2020-02-29/NRA_000000001303.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000001303&reportdate=2020-02-01&enddate=2020-02-29&excel=1&intval=11
466,1321,NRA_000000001321,2020-02-01,2020-02-29,Data/2020-02-01 - 2020-02-29/NRA_000000001321.xls,Data/Raw/2020-02-01 - 2020-02-29/NRA_000000001321.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000001321&reportdate=2020-02-01&enddate=2020-02-29&excel=1&intval=11
468,1401,NRA_000000001401,2020-02-01,2020-02-29,Data/2020-02-01 - 2020-02-29/NRA_000000001401.xls,Data/Raw/2020-02-01 - 2020-02-29/NRA_000000001401.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000001401&reportdate=2020-02-01&enddate=2020-02-29&excel=1&intval=11
469,1403,NRA_000000001403,2020-02-01,2020-02-29,Data/2020-02-01 - 2020-02-29/NRA_000000001403.xls,Data/Raw/2020-02-01 - 2020-02-29/NRA_000000001403.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000001403&reportdate=2020-02-01&enddate=2020-02-29&excel=1&intval=11
470,1404,NRA_000000001404,2020-02-01,2020-02-29,Data/2020-02-01 - 2020-02-29/NRA_000000001404.xls,Data/Raw/2020-02-01 - 2020-02-29/NRA_000000001404.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000001404&reportdate=2020-02-01&enddate=2020-02-29&excel=1&intval=11
471,1405,NRA_000000001405,2020-02-01,2020-02-29,Data/2020-02-01 - 2020-02-29/NRA_000000001405.xls,Data/Raw/2020-02-01 - 2020-02-29/NRA_000000001405.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000001405&reportdate=2020-02-01&enddate=2020-02-29&excel=1&intval=11
547,3102,NRA_000000003102,2020-02-01,2020-02-29,Data/2020-02-01 - 2020-02-29/NRA_000000003102.xls,Data/Raw/2020-02-01 - 2020-02-29/NRA_000000003102.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000003102&reportdate=2020-02-01&enddate=2020-02-29&excel=1&intval=11
548,3103,NRA_000000003103,2020-02-01,2020-02-29,Data/2020-02-01 - 2020-02-29/NRA_000000003103.xls,Data/Raw/2020-02-01 - 2020-02-29/NRA_000000003103.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000003103&reportdate=2020-02-01&enddate=2020-02-29&excel=1&intval=11
549,3104,NRA_000000003104,2020-02-01,2020-02-29,Data/2020-02-01 - 2020-02-29/NRA_000000003104.xls,Data/Raw/2020-02-01 - 2020-02-29/NRA_000000003104.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000003104&reportdate=2020-02-01&enddate=2020-02-29&excel=1&intval=11
550,3105,NRA_000000003105,2020-02-01,2020-02-29,Data/2020-02-01 - 2020-02-29/NRA_000000003105.xls,Data/Raw/2020-02-01 - 2020-02-29/NRA_000000003105.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000003105&reportdate=2020-02-01&enddate=2020-02-29&excel=1&intval=11
551,3106,NRA_000000003106,2020-02-01,2020-02-29,Data/2020-02-01 - 2020-02-29/NRA_000000003106.xls,Data/Raw/2020-02-01 - 2020-02-29/NRA_000000003106.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000003106&reportdate=2020-02-01&enddate=2020-02-29&excel=1&intval=11
554,3115,NRA_000000003115,2020-02-01,2020-02-29,Data/2020-02-01 - 2020-02-29/NRA_000000003115.xls,Data/Raw/2020-02-01 - 2020-02-29/NRA_000000003115.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000003115&reportdate=2020-02-01&enddate=2020-02-29&excel=1&intval=11
576,3403,NRA_000000003403,2020-02-01,2020-02-29,Data/2020-02-01 - 2020-02-29/NRA_000000003403.xls,Data/Raw/2020-02-01 - 2020-02-29/NRA_000000003403.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000003403&reportdate=2020-02-01&enddate=2020-02-29&excel=1&intval=11
630,20072,NRA_000000020072,2020-02-01,2020-02-29,Data/2020-02-01 - 2020-02-29/NRA_000000020072.xls,Data/Raw/2020-02-01 - 2020-02-29/NRA_000000020072.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000020072&reportdate=2020-02-01&enddate=2020-02-29&excel=1&intval=11
631,20073,NRA_000000020073,2020-02-01,2020-02-29,Data/2020-02-01 - 2020-02-29/NRA_000000020073.xls,Data/Raw/2020-02-01 - 2020-02-29/NRA_000000020073.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000020073&reportdate=2020-02-01&enddate=2020-02-29&excel=1&intval=11
680,20224,NRA_000000020224,2020-02-01,2020-02-29,Data/2020-02-01 - 2020-02-29/NRA_000000020224.xls,Data/Raw/2020-02-01 - 2020-02-29/NRA_000000020224.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000020224&reportdate=2020-02-01&enddate=2020-02-29&excel=1&intval=11
693,20521,NRA_000000020521,2020-02-01,2020-02-29,Data/2020-02-01 - 2020-02-29/NRA_000000020521.xls,Data/Raw/2020-02-01 - 2020-02-29/NRA_000000020521.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000020521&reportdate=2020-02-01&enddate=2020-02-29&excel=1&intval=11
700,20562,NRA_000000020562,2020-02-01,2020-02-29,Data/2020-02-01 - 2020-02-29/NRA_000000020562.xls,Data/Raw/2020-02-01 - 2020-02-29/NRA_000000020562.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000020562&reportdate=2020-02-01&enddate=2020-02-29&excel=1&intval=11
708,20721,NRA_000000020721,2020-02-01,2020-02-29,Data/2020-02-01 - 2020-02-29/NRA_000000020721.xls,Data/Raw/2020-02-01 - 2020-02-29/NRA_000000020721.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000020721&reportdate=2020-02-01&enddate=2020-02-29&excel=1&intval=11
722,32501,NRA_000000032501,2020-02-01,2020-02-29,Data/2020-02-01 - 2020-02-29/NRA_000000032501.xls,Data/Raw/2020-02-01 - 2020-02-29/NRA_000000032501.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000032501&reportdate=2020-02-01&enddate=2020-02-29&excel=1&intval=11
723,32502,NRA_000000032502,2020-02-01,2020-02-29,Data/2020-02-01 - 2020-02-29/NRA_000000032502.xls,Data/Raw/2020-02-01 - 2020-02-29/NRA_000000032502.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000032502&reportdate=2020-02-01&enddate=2020-02-29&excel=1&intval=11
724,150141,NRA_000000150141,2020-02-01,2020-02-29,Data/2020-02-01 - 2020-02-29/NRA_000000150141.xls,Data/Raw/2020-02-01 - 2020-02-29/NRA_000000150141.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000150141&reportdate=2020-02-01&enddate=2020-02-29&excel=1&intval=11
745,202301,NRA_000000202301,2020-02-01,2020-02-29,Data/2020-02-01 - 2020-02-29/NRA_000000202301.xls,Data/Raw/2020-02-01 - 2020-02-29/NRA_000000202301.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000202301&reportdate=2020-02-01&enddate=2020-02-29&excel=1&intval=11
840,1321,NRA_000000001321,2020-03-01,2020-03-31,Data/2020-03-01 - 2020-03-31/NRA_000000001321.xls,Data/Raw/2020-03-01 - 2020-03-31/NRA_000000001321.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000001321&reportdate=2020-03-01&enddate=2020-03-31&excel=1&intval=11
842,1401,NRA_000000001401,2020-03-01,2020-03-31,Data/2020-03-01 - 2020-03-31/NRA_000000001401.xls,Data/Raw/2020-03-01 - 2020-03-31/NRA_000000001401.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000001401&reportdate=2020-03-01&enddate=2020-03-31&excel=1&intval=11
843,1403,NRA_000000001403,2020-03-01,2020-03-31,Data/2020-03-01 - 2020-03-31/NRA_000000001403.xls,Data/Raw/2020-03-01 - 2020-03-31/NRA_000000001403.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000001403&reportdate=2020-03-01&enddate=2020-03-31&excel=1&intval=11
844,1404,NRA_000000001404,2020-03-01,2020-03-31,Data/2020-03-01 - 2020-03-31/NRA_000000001404.xls,Data/Raw/2020-03-01 - 2020-03-31/NRA_000000001404.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000001404&reportdate=2020-03-01&enddate=2020-03-31&excel=1&intval=11
845,1405,NRA_000000001405,2020-03-01,2020-03-31,Data/2020-03-01 - 2020-03-31/NRA_000000001405.xls,Data/Raw/2020-03-01 - 2020-03-31/NRA_000000001405.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000001405&reportdate=2020-03-01&enddate=2020-03-31&excel=1&intval=11
921,3102,NRA_000000003102,2020-03-01,2020-03-31,Data/2020-03-01 - 2020-03-31/NRA_000000003102.xls,Data/Raw/2020-03-01 - 2020-03-31/NRA_000000003102.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000003102&reportdate=2020-03-01&enddate=2020-03-31&excel=1&intval=11
922,3103,NRA_000000003103,2020-03-01,2020-03-31,Data/2020-03-01 - 2020-03-31/NRA_000000003103.xls,Data/Raw/2020-03-01 - 2020-03-31/NRA_000000003103.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000003103&reportdate=2020-03-01&enddate=2020-03-31&excel=1&intval=11
923,3104,NRA_000000003104,2020-03-01,2020-03-31,Data/2020-03-01 - 2020-03-31/NRA_000000003104.xls,Data/Raw/2020-03-01 - 2020-03-31/NRA_000000003104.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000003104&reportdate=2020-03-01&enddate=2020-03-31&excel=1&intval=11
924,3105,NRA_000000003105,2020-03-01,2020-03-31,Data/2020-03-01 - 2020-03-31/NRA_000000003105.xls,Data/Raw/2020-03-01 - 2020-03-31/NRA_000000003105.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000003105&reportdate=2020-03-01&enddate=2020-03-31&excel=1&intval=11
