,num,cosit,start_date,end_date,path,raw_path,url
3750,1024,NRA_000000001024,2020-11-01,2020-11-30,Data/2020-11-01 - 2020-11-30/NRA_000000001024.xls,Data/Raw/2020-11-01 - 2020-11-30/NRA_000000001024.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000001024&reportdate=2020-11-01&enddate=2020-11-30&excel=1&intval=11
3823,1281,NRA_000000001281,2020-11-01,2020-11-30,Data/2020-11-01 - 2020-11-30/NRA_000000001281.xls,Data/Raw/2020-11-01 - 2020-11-30/NRA_000000001281.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000001281&reportdate=2020-11-01&enddate=2020-11-30&excel=1&intval=11
3829,1303,NRA_000000001303,2020-11-01,2020-11-30,Data/2020-11-01 - 2020-11-30/NRA_000000001303.xls,Data/Raw/2020-11-01 - 2020-11-30/NRA_000000001303.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000001303&reportdate=2020-11-01&enddate=2020-11-30&excel=1&intval=11
3832,1321,NRA_000000001321,2020-11-01,2020-11-30,Data/2020-11-01 - 2020-11-30/NRA_000000001321.xls,Data/Raw/2020-11-01 - 2020-11-30/NRA_000000001321.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000001321&reportdate=2020-11-01&enddate=2020-11-30&excel=1&intval=11
3837,1405,NRA_000000001405,2020-11-01,2020-11-30,Data/2020-11-01 - 2020-11-30/NRA_000000001405.xls,Data/Raw/2020-11-01 - 2020-11-30/NRA_000000001405.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000001405&reportdate=2020-11-01&enddate=2020-11-30&excel=1&intval=11
3851,1522,NRA_000000001522,2020-11-01,2020-11-30,Data/2020-11-01 - 2020-11-30/NRA_000000001522.xls,Data/Raw/2020-11-01 - 2020-11-30/NRA_000000001522.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000001522&reportdate=2020-11-01&enddate=2020-11-30&excel=1&intval=11
3913,3102,NRA_000000003102,2020-11-01,2020-11-30,Data/2020-11-01 - 2020-11-30/NRA_000000003102.xls,Data/Raw/2020-11-01 - 2020-11-30/NRA_000000003102.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000003102&reportdate=2020-11-01&enddate=2020-11-30&excel=1&intval=11
3914,3103,NRA_000000003103,2020-11-01,2020-11-30,Data/2020-11-01 - 2020-11-30/NRA_000000003103.xls,Data/Raw/2020-11-01 - 2020-11-30/NRA_000000003103.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000003103&reportdate=2020-11-01&enddate=2020-11-30&excel=1&intval=11
3915,3104,NRA_000000003104,2020-11-01,2020-11-30,Data/2020-11-01 - 2020-11-30/NRA_000000003104.xls,Data/Raw/2020-11-01 - 2020-11-30/NRA_000000003104.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000003104&reportdate=2020-11-01&enddate=2020-11-30&excel=1&intval=11
3916,3105,NRA_000000003105,2020-11-01,2020-11-30,Data/2020-11-01 - 2020-11-30/NRA_000000003105.xls,Data/Raw/2020-11-01 - 2020-11-30/NRA_000000003105.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000003105&reportdate=2020-11-01&enddate=2020-11-30&excel=1&intval=11
3917,3106,NRA_000000003106,2020-11-01,2020-11-30,Data/2020-11-01 - 2020-11-30/NRA_000000003106.xls,Data/Raw/2020-11-01 - 2020-11-30/NRA_000000003106.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000003106&reportdate=2020-11-01&enddate=2020-11-30&excel=1&intval=11
3937,3312,NRA_000000003312,2020-11-01,2020-11-30,Data/2020-11-01 - 2020-11-30/NRA_000000003312.xls,Data/Raw/2020-11-01 - 2020-11-30/NRA_000000003312.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000003312&reportdate=2020-11-01&enddate=2020-11-30&excel=1&intval=11
3940,3401,NRA_000000003401,2020-11-01,2020-11-30,Data/2020-11-01 - 2020-11-30/NRA_000000003401.xls,Data/Raw/2020-11-01 - 2020-11-30/NRA_000000003401.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000003401&reportdate=2020-11-01&enddate=2020-11-30&excel=1&intval=11
3947,3603,NRA_000000003603,2020-11-01,2020-11-30,Data/2020-11-01 - 2020-11-30/NRA_000000003603.xls,Data/Raw/2020-11-01 - 2020-11-30/NRA_000000003603.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000003603&reportdate=2020-11-01&enddate=2020-11-30&excel=1&intval=11
3996,20072,NRA_000000020072,2020-11-01,2020-11-30,Data/2020-11-01 - 2020-11-30/NRA_000000020072.xls,Data/Raw/2020-11-01 - 2020-11-30/NRA_000000020072.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000020072&reportdate=2020-11-01&enddate=2020-11-30&excel=1&intval=11
3997,20073,NRA_000000020073,2020-11-01,2020-11-30,Data/2020-11-01 - 2020-11-30/NRA_000000020073.xls,Data/Raw/2020-11-01 - 2020-11-30/NRA_000000020073.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000020073&reportdate=2020-11-01&enddate=2020-11-30&excel=1&intval=11
4023,20117,NRA_000000020117,2020-11-01,2020-11-30,Data/2020-11-01 - 2020-11-30/NRA_000000020117.xls,Data/Raw/2020-11-01 - 2020-11-30/NRA_000000020117.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000020117&reportdate=2020-11-01&enddate=2020-11-30&excel=1&intval=11
4041,20211,NRA_000000020211,2020-11-01,2020-11-30,Data/2020-11-01 - 2020-11-30/NRA_000000020211.xls,Data/Raw/2020-11-01 - 2020-11-30/NRA_000000020211.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000020211&reportdate=2020-11-01&enddate=2020-11-30&excel=1&intval=11
4066,20562,NRA_000000020562,2020-11-01,2020-11-30,Data/2020-11-01 - 2020-11-30/NRA_000000020562.xls,Data/Raw/2020-11-01 - 2020-11-30/NRA_000000020562.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000020562&reportdate=2020-11-01&enddate=2020-11-30&excel=1&intval=11
4075,20801,NRA_000000020801,2020-11-01,2020-11-30,Data/2020-11-01 - 2020-11-30/NRA_000000020801.xls,Data/Raw/2020-11-01 - 2020-11-30/NRA_000000020801.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000020801&reportdate=2020-11-01&enddate=2020-11-30&excel=1&intval=11
4090,150141,NRA_000000150141,2020-11-01,2020-11-30,Data/2020-11-01 - 2020-11-30/NRA_000000150141.xls,Data/Raw/2020-11-01 - 2020-11-30/NRA_000000150141.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000150141&reportdate=2020-11-01&enddate=2020-11-30&excel=1&intval=11
4103,200723,NRA_000000200723,2020-11-01,2020-11-30,Data/2020-11-01 - 2020-11-30/NRA_000000200723.xls,Data/Raw/2020-11-01 - 2020-11-30/NRA_000000200723.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000200723&reportdate=2020-11-01&enddate=2020-11-30&excel=1&intval=11
4114,997,NRA_000000000997,2020-12-01,2020-12-31,Data/2020-12-01 - 2020-12-31/NRA_000000000997.xls,Data/Raw/2020-12-01 - 2020-12-31/NRA_000000000997.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000000997&reportdate=2020-12-01&enddate=2020-12-31&excel=1&intval=11
4124,1024,NRA_000000001024,2020-12-01,2020-12-31,Data/2020-12-01 - 2020-12-31/NRA_000000001024.xls,Data/Raw/2020-12-01 - 2020-12-31/NRA_000000001024.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000001024&reportdate=2020-12-01&enddate=2020-12-31&excel=1&intval=11
4147,1065,NRA_000000001065,2020-12-01,2020-12-31,Data/2020-12-01 - 2020-12-31/NRA_000000001065.xls,Data/Raw/2020-12-01 - 2020-12-31/NRA_000000001065.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000001065&reportdate=2020-12-01&enddate=2020-12-31&excel=1&intval=11
4206,1321,NRA_000000001321,2020-12-01,2020-12-31,Data/2020-12-01 - 2020-12-31/NRA_000000001321.xls,Data/Raw/2020-12-01 - 2020-12-31/NRA_000000001321.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000001321&reportdate=2020-12-01&enddate=2020-12-31&excel=1&intval=11
4287,3102,NRA_000000003102,2020-12-01,2020-12-31,Data/2020-12-01 - 2020-12-31/NRA_000000003102.xls,Data/Raw/2020-12-01 - 2020-12-31/NRA_000000003102.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000003102&reportdate=2020-12-01&enddate=2020-12-31&excel=1&intval=11
4288,3103,NRA_000000003103,2020-12-01,2020-12-31,Data/2020-12-01 - 2020-12-31/NRA_000000003103.xls,Data/Raw/2020-12-01 - 2020-12-31/NRA_000000003103.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000003103&reportdate=2020-12-01&enddate=2020-12-31&excel=1&intval=11
4289,3104,NRA_000000003104,2020-12-01,2020-12-31,Data/2020-12-01 - 2020-12-31/NRA_000000003104.xls,Data/Raw/2020-12-01 - 2020-12-31/NRA_000000003104.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000003104&reportdate=2020-12-01&enddate=2020-12-31&excel=1&intval=11
4290,3105,NRA_000000003105,2020-12-01,2020-12-31,Data/2020-12-01 - 2020-12-31/NRA_000000003105.xls,Data/Raw/2020-12-01 - 2020-12-31/NRA_000000003105.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000003105&reportdate=2020-12-01&enddate=2020-12-31&excel=1&intval=11
4291,3106,NRA_000000003106,2020-12-01,2020-12-31,Data/2020-12-01 - 2020-12-31/NRA_000000003106.xls,Data/Raw/2020-12-01 - 2020-12-31/NRA_000000003106.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000003106&reportdate=2020-12-01&enddate=2020-12-31&excel=1&intval=11
4303,3304,NRA_000000003304,2020-12-01,2020-12-31,Data/2020-12-01 - 2020-12-31/NRA_000000003304.xls,Data/Raw/2020-12-01 - 2020-12-31/NRA_000000003304.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000003304&reportdate=2020-12-01&enddate=2020-12-31&excel=1&intval=11
4321,3603,NRA_000000003603,2020-12-01,2020-12-31,Data/2020-12-01 - 2020-12-31/NRA_000000003603.xls,Data/Raw/2020-12-01 - 2020-12-31/NRA_000000003603.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000003603&reportdate=2020-12-01&enddate=2020-12-31&excel=1&intval=11
4370,20072,NRA_000000020072,2020-12-01,2020-12-31,Data/2020-12-01 - 2020-12-31/NRA_000000020072.xls,Data/Raw/2020-12-01 - 2020-12-31/NRA_000000020072.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000020072&reportdate=2020-12-01&enddate=2020-12-31&excel=1&intval=11
4371,20073,NRA_000000020073,2020-12-01,2020-12-31,Data/2020-12-01 - 2020-12-31/NRA_000000020073.xls,Data/Raw/2020-12-01 - 2020-12-31/NRA_000000020073.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000020073&reportdate=2020-12-01&enddate=2020-12-31&excel=1&intval=11
4397,20117,NRA_000000020117,2020-12-01,2020-12-31,Data/2020-12-01 - 2020-12-31/NRA_000000020117.xls,Data/Raw/2020-12-01 - 2020-12-31/NRA_000000020117.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000020117&reportdate=2020-12-01&enddate=2020-12-31&excel=1&intval=11
4440,20562,NRA_000000020562,2020-12-01,2020-12-31,Data/2020-12-01 - 2020-12-31/NRA_000000020562.xls,Data/Raw/2020-12-01 - 2020-12-31/NRA_000000020562.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000020562&reportdate=2020-12-01&enddate=2020-12-31&excel=1&intval=11
4464,150141,NRA_000000150141,2020-12-01,2020-12-31,Data/2020-12-01 - 2020-12-31/NRA_000000150141.xls,Data/Raw/2020-12-01 - 2020-12-31/NRA_000000150141.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000150141&reportdate=2020-12-01&enddate=2020-12-31&excel=1&intval=11
4477,200723,NRA_000000200723,2020-12-01,2020-12-31,Data/2020-12-01 - 2020-12-31/NRA_000000200723.xls,Data/Raw/2020-12-01 - 2020-12-31/NRA_000000200723.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000200723&reportdate=2020-12-01&enddate=2020-12-31&excel=1&intval=11
4488,997,NRA_000000000997,2021-01-01,2021-01-26,Data/2021-01-01 - 2021-01-26/NRA_000000000997.xls,Data/Raw/2021-01-01 - 2021-01-26/NRA_000000000997.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000000997&reportdate=2021-01-01&enddate=2021-01-26&excel=1&intval=11
4580,1321,NRA_000000001321,2021-01-01,2021-01-26,Data/2021-01-01 - 2021-01-26/NRA_000000001321.xls,Data/Raw/2021-01-01 - 2021-01-26/NRA_000000001321.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000001321&reportdate=2021-01-01&enddate=2021-01-26&excel=1&intval=11
4661,3102,NRA_000000003102,2021-01-01,2021-01-26,Data/2021-01-01 - 2021-01-26/NRA_000000003102.xls,Data/Raw/2021-01-01 - 2021-01-26/NRA_000000003102.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000003102&reportdate=2021-01-01&enddate=2021-01-26&excel=1&intval=11
4662,3103,NRA_000000003103,2021-01-01,2021-01-26,Data/2021-01-01 - 2021-01-26/NRA_000000003103.xls,Data/Raw/2021-01-01 - 2021-01-26/NRA_000000003103.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000003103&reportdate=2021-01-01&enddate=2021-01-26&excel=1&intval=11
4663,3104,NRA_000000003104,2021-01-01,2021-01-26,Data/2021-01-01 - 2021-01-26/NRA_000000003104.xls,Data/Raw/2021-01-01 - 2021-01-26/NRA_000000003104.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000003104&reportdate=2021-01-01&enddate=2021-01-26&excel=1&intval=11
4664,3105,NRA_000000003105,2021-01-01,2021-01-26,Data/2021-01-01 - 2021-01-26/NRA_000000003105.xls,Data/Raw/2021-01-01 - 2021-01-26/NRA_000000003105.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000003105&reportdate=2021-01-01&enddate=2021-01-26&excel=1&intval=11
4665,3106,NRA_000000003106,2021-01-01,2021-01-26,Data/2021-01-01 - 2021-01-26/NRA_000000003106.xls,Data/Raw/2021-01-01 - 2021-01-26/NRA_000000003106.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000003106&reportdate=2021-01-01&enddate=2021-01-26&excel=1&intval=11
4677,3304,NRA_000000003304,2021-01-01,2021-01-26,Data/2021-01-01 - 2021-01-26/NRA_000000003304.xls,Data/Raw/2021-01-01 - 2021-01-26/NRA_000000003304.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000003304&reportdate=2021-01-01&enddate=2021-01-26&excel=1&intval=11
4744,20072,NRA_000000020072,2021-01-01,2021-01-26,Data/2021-01-01 - 2021-01-26/NRA_000000020072.xls,Data/Raw/2021-01-01 - 2021-01-26/NRA_000000020072.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000020072&reportdate=2021-01-01&enddate=2021-01-26&excel=1&intval=11
4745,20073,NRA_000000020073,2021-01-01,2021-01-26,Data/2021-01-01 - 2021-01-26/NRA_000000020073.xls,Data/Raw/2021-01-01 - 2021-01-26/NRA_000000020073.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000020073&reportdate=2021-01-01&enddate=2021-01-26&excel=1&intval=11
4771,20117,NRA_000000020117,2021-01-01,2021-01-26,Data/2021-01-01 - 2021-01-26/NRA_000000020117.xls,Data/Raw/2021-01-01 - 2021-01-26/NRA_000000020117.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000020117&reportdate=2021-01-01&enddate=2021-01-26&excel=1&intval=11
4801,20255,NRA_000000020255,2021-01-01,2021-01-26,Data/2021-01-01 - 2021-01-26/NRA_000000020255.xls,Data/Raw/2021-01-01 - 2021-01-26/NRA_000000020255.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000020255&reportdate=2021-01-01&enddate=2021-01-26&excel=1&intval=11
4814,20562,NRA_000000020562,2021-01-01,2021-01-26,Data/2021-01-01 - 2021-01-26/NRA_000000020562.xls,Data/Raw/2021-01-01 - 2021-01-26/NRA_000000020562.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000020562&reportdate=2021-01-01&enddate=2021-01-26&excel=1&intval=11
4836,32501,NRA_000000032501,2021-01-01,2021-01-26,Data/2021-01-01 - 2021-01-26/NRA_000000032501.xls,Data/Raw/2021-01-01 - 2021-01-26/NRA_000000032501.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000032501&reportdate=2021-01-01&enddate=2021-01-26&excel=1&intval=11
4837,32502,NRA_000000032502,2021-01-01,2021-01-26,Data/2021-01-01 - 2021-01-26/NRA_000000032502.xls,Data/Raw/2021-01-01 - 2021-01-26/NRA_000000032502.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000032502&reportdate=2021-01-01&enddate=2021-01-26&excel=1&intval=11
4838,150141,NRA_000000150141,2021-01-01,2021-01-26,Data/2021-01-01 - 2021-01-26/NRA_000000150141.xls,Data/Raw/2021-01-01 - 2021-01-26/NRA_000000150141.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000150141&reportdate=2021-01-01&enddate=2021-01-26&excel=1&intval=11
4851,200723,NRA_000000200723,2021-01-01,2021-01-26,Data/2021-01-01 - 2021-01-26/NRA_000000200723.xls,Data/Raw/2021-01-01 - 2021-01-26/NRA_000000200723.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000200723&reportdate=2021-01-01&enddate=2021-01-26&excel=1&intval=11
